review_id,claim_id,review_round,review_datetime,reviewer_id,review_type,auto_risk_score,triage_result,reviewer_notes,perito_id,perito_physical_inspection,damage_consistency_rating,documentation_completeness_pct,recommended_action,days_since_claim
REV_00128_1,CLM_00128,1,2023-11-18 15:43:00,R-3260,Initial Triage,31.2,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,3
REV_00128_2,CLM_00128,2,2023-12-08 07:43:00,R-3260,Expert Assessment,,,Physical inspection consistent with reported damage.,P-8309,No,3.1,51.7,Request Additional Documentation,22
REV_00129_1,CLM_00129,1,2022-11-30 06:10:00,R-2812,Initial Triage,45.9,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,4
REV_00129_2,CLM_00129,2,2022-12-05 19:10:00,R-2812,Expert Assessment,,,Documentation supports claim as reported.,P-9700,Yes,3.0,96.9,Approve with Conditions,9
REV_00132_1,CLM_00132,1,2025-04-28 18:35:00,R-8765,Initial Triage,27.8,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,1
REV_00132_2,CLM_00132,2,2025-05-04 04:35:00,R-8765,Expert Assessment,,,Verified damage with independent assessment.,P-8859,Yes,2.5,96.5,Approve with Conditions,6
REV_00133_1,CLM_00133,1,2022-04-17 17:28:00,R-8592,Initial Triage,34.9,Yellow - Standard Review,Minor inconsistencies in timeline reported by claimant.,,,,,Standard Review,4
REV_00133_2,CLM_00133,2,2022-04-25 06:28:00,R-8592,Expert Assessment,,,All repair items match incident description.,P-9236,No,4.5,100.0,Request Additional Documentation,11
REV_00134_1,CLM_00134,1,2024-06-07 09:19:00,R-6143,Initial Triage,0.0,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,1
REV_00136_1,CLM_00136,1,2025-04-19 17:22:00,R-5533,Initial Triage,6.6,Green - Proceed,Claimant was vague about accident circumstances.,,,,,Proceed,1
REV_00137_1,CLM_00137,1,2024-10-12 18:42:00,R-8592,Initial Triage,15.0,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,5
REV_00138_1,CLM_00138,1,2024-05-01 07:25:00,R-1276,Initial Triage,19.8,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,1
REV_00138_2,CLM_00138,2,2024-05-09 18:25:00,R-1276,Expert Assessment,,,Documentation supports claim as reported.,P-9787,No,1.7,82.4,Refer to Special Investigations Unit,9
REV_00138_3,CLM_00138,3,2024-05-19 07:25:00,SIU-104,SIU Investigation,,,Digital forensics on submitted photographs completed.,P-9787,Yes,,,Claim Approved,18
REV_00139_1,CLM_00139,1,2024-09-13 11:16:00,R-9461,Initial Triage,37.7,Yellow - Standard Review,Workshop quote significantly above reference range.,,,,,Standard Review,1
REV_00139_2,CLM_00139,2,2024-09-29 23:16:00,R-9461,Expert Assessment,,,All repair items match incident description.,P-5239,No,2.0,84.7,Refer to Special Investigations Unit,17
REV_00139_3,CLM_00139,3,2024-10-06 11:16:00,SIU-131,SIU Investigation,,,Medical records review completed where applicable.,P-5239,Yes,,,Claim Settled at Reduced Amount,23
REV_00141_1,CLM_00141,1,2024-05-27 18:29:00,R-3888,Initial Triage,51.7,Red - Full Investigation,"Routine processing, no flags raised.",,,,,Full Investigation,2
REV_00141_2,CLM_00141,2,2024-05-29 05:29:00,R-3888,Expert Assessment,,,All repair items match incident description.,P-3801,No,4.8,100.0,Approve,3
REV_00142_1,CLM_00142,1,2024-12-31 14:35:00,R-6387,Initial Triage,38.5,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,5
REV_00142_2,CLM_00142,2,2025-01-08 04:35:00,R-6387,Expert Assessment,,,Documentation supports claim as reported.,P-9700,No,4.8,70.7,Approve with Conditions,12
REV_00143_1,CLM_00143,1,2022-09-20 21:16:00,R-3691,Initial Triage,19.4,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,1
REV_00143_2,CLM_00143,2,2022-09-27 09:16:00,R-3691,Expert Assessment,,,No anomalies found during review.,P-1837,No,3.3,72.7,Request Additional Documentation,7
REV_00144_1,CLM_00144,1,2025-04-07 07:42:00,R-1276,Initial Triage,31.3,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,1
REV_00145_1,CLM_00145,1,2024-05-17 00:44:00,R-6221,Initial Triage,35.1,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,4
REV_00145_2,CLM_00145,2,2024-05-24 13:44:00,R-6221,Expert Assessment,,,Verified damage with independent assessment.,P-9909,No,4.9,61.8,Approve with Conditions,11
REV_00145_3,CLM_00145,3,2024-05-31 02:44:00,SIU-663,SIU Investigation,,,Independent engineering assessment obtained.,P-9909,Yes,,,Claim Approved,17
REV_00147_1,CLM_00147,1,2025-04-19 17:29:00,R-1276,Initial Triage,0.0,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,3
REV_00147_2,CLM_00147,2,2025-05-01 09:29:00,R-1276,Expert Assessment,,,Verified damage with independent assessment.,P-5992,Yes,4.4,77.2,Approve,14
REV_00148_1,CLM_00148,1,2022-09-03 11:40:00,R-6387,Initial Triage,0.2,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,1
REV_00149_1,CLM_00149,1,2024-01-24 15:37:00,R-6545,Initial Triage,23.4,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,1
REV_00149_2,CLM_00149,2,2024-02-25 07:37:00,R-6545,Expert Assessment,,,No anomalies found during review.,P-3659,Yes,3.3,89.7,Approve,32
REV_00150_1,CLM_00150,1,2022-05-07 12:21:00,R-6545,Initial Triage,31.3,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,2
REV_00151_1,CLM_00151,1,2025-04-21 05:17:00,R-6143,Initial Triage,21.7,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,3
REV_00152_1,CLM_00152,1,2024-09-07 14:54:00,R-8592,Initial Triage,27.0,Green - Proceed,Workshop quote significantly above reference range.,,,,,Proceed,2
REV_00153_1,CLM_00153,1,2024-12-03 12:02:00,R-8100,Initial Triage,14.2,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,2
REV_00154_1,CLM_00154,1,2023-06-04 09:39:00,R-2207,Initial Triage,32.7,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,2
REV_00154_2,CLM_00154,2,2023-06-13 22:39:00,R-2207,Expert Assessment,,,No anomalies found during review.,P-4505,No,3.6,71.5,Request Additional Documentation,11
REV_00155_1,CLM_00155,1,2022-11-01 12:27:00,R-7230,Initial Triage,10.4,Yellow - Standard Review,Police report not available despite claimant stating it was filed.,,,,,Standard Review,2
REV_00155_2,CLM_00155,2,2022-11-22 20:27:00,R-7230,Expert Assessment,,,Damage pattern inconsistent with described accident dynamics.,P-8842,No,2.4,30.9,Recommend Denial,23
REV_00155_3,CLM_00155,3,2023-01-04 10:27:00,SIU-250,SIU Investigation,,,"Interviewed claimant, witness, and repair shop independently.",P-8842,Yes,,,Claim Settled at Reduced Amount,65
REV_00156_1,CLM_00156,1,2025-01-25 18:57:00,R-6143,Initial Triage,45.7,Orange - Escalated Review,"Documentation complete, no issues detected.",,,,,Escalated Review,1
REV_00156_2,CLM_00156,2,2025-01-30 08:57:00,R-6143,Expert Assessment,,,No anomalies found during review.,P-1196,Yes,3.8,77.3,Approve,5
REV_00157_1,CLM_00157,1,2022-05-14 08:33:00,R-5059,Initial Triage,56.0,Orange - Escalated Review,"All documents verified, consistent narrative.",,,,,Escalated Review,1
REV_00157_2,CLM_00157,2,2022-05-16 16:33:00,R-5059,Expert Assessment,,,Verified damage with independent assessment.,P-2664,Yes,4.4,63.7,Approve with Conditions,3
REV_00158_1,CLM_00158,1,2022-04-13 17:05:00,R-8019,Initial Triage,32.0,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,1
REV_00158_2,CLM_00158,2,2022-04-21 05:05:00,R-8019,Expert Assessment,,,Verified damage with independent assessment.,P-2664,Yes,4.1,85.4,Approve,8
REV_00159_1,CLM_00159,1,2025-09-10 04:16:00,R-8044,Initial Triage,34.5,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,4
REV_00160_1,CLM_00160,1,2025-05-01 02:30:00,R-6143,Initial Triage,39.6,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,1
REV_00160_2,CLM_00160,2,2025-05-12 17:30:00,R-6143,Expert Assessment,,,Verified damage with independent assessment.,P-4063,No,3.9,78.3,Request Additional Documentation,12
REV_00161_1,CLM_00161,1,2025-05-30 09:12:00,R-1276,Initial Triage,6.2,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,1
REV_00162_1,CLM_00162,1,2025-01-10 20:40:00,R-2957,Initial Triage,59.4,Orange - Escalated Review,Repair estimate seems elevated for reported damage type.,,,,,Escalated Review,1
REV_00162_2,CLM_00162,2,2025-01-16 07:40:00,R-2957,Expert Assessment,,,Witness could not be independently verified.,P-1135,Yes,1.8,62.8,Refer to Special Investigations Unit,6
REV_00162_3,CLM_00162,3,2025-01-27 15:40:00,SIU-757,SIU Investigation,,,Cross-referenced with external fraud database.,P-1135,Yes,,,Claim Denied,17
REV_00163_1,CLM_00163,1,2025-10-17 19:14:00,R-6466,Initial Triage,16.2,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,2
REV_00164_1,CLM_00164,1,2023-08-29 06:38:00,R-1276,Initial Triage,13.9,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,1
REV_00165_1,CLM_00165,1,2024-12-05 09:19:00,R-9758,Initial Triage,21.0,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,3
REV_00165_2,CLM_00165,2,2024-12-17 17:19:00,R-9758,Expert Assessment,,,Verified damage with independent assessment.,P-7114,Yes,3.1,89.9,Approve with Conditions,15
REV_00166_1,CLM_00166,1,2025-01-12 01:24:00,R-6143,Initial Triage,70.7,Red - Full Investigation,"Routine processing, no flags raised.",,,,,Full Investigation,1
REV_00166_2,CLM_00166,2,2025-01-13 17:24:00,R-6143,Expert Assessment,,,All repair items match incident description.,P-9806,No,4.5,88.3,Request Additional Documentation,2
REV_00167_1,CLM_00167,1,2024-05-06 09:06:00,R-8404,Initial Triage,100.0,Red - Full Investigation,Vehicle inspection recommended.,,,,,Full Investigation,1
REV_00167_2,CLM_00167,2,2024-05-07 23:06:00,R-8404,Expert Assessment,,,No anomalies found during review.,P-5992,Yes,3.7,55.9,Refer to Special Investigations Unit,2
REV_00167_3,CLM_00167,3,2024-05-16 14:06:00,SIU-192,SIU Investigation,,,"Interviewed claimant, witness, and repair shop independently.",P-5992,Yes,,,Claim Denied,10
REV_00168_1,CLM_00168,1,2025-09-17 09:12:00,R-6466,Initial Triage,24.8,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,2
REV_00169_1,CLM_00169,1,2024-06-12 03:18:00,R-2957,Initial Triage,54.3,Orange - Escalated Review,"Verified with third party, consistent account.",,,,,Escalated Review,1
REV_00169_2,CLM_00169,2,2024-06-20 13:18:00,R-2957,Expert Assessment,,,All repair items match incident description.,P-7277,No,3.3,96.2,Approve with Conditions,9
REV_00170_1,CLM_00170,1,2023-12-12 00:36:00,R-6143,Initial Triage,40.2,Yellow - Standard Review,"All documents verified, consistent narrative.",,,,,Standard Review,3
REV_00170_2,CLM_00170,2,2023-12-31 13:36:00,R-6143,Expert Assessment,,,Physical inspection consistent with reported damage.,P-3140,No,4.5,70.0,Request Additional Documentation,22
REV_00173_1,CLM_00173,1,2022-05-11 20:57:00,R-9758,Initial Triage,25.9,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,5
REV_00174_1,CLM_00174,1,2022-03-28 05:10:00,R-1276,Initial Triage,11.1,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,5
REV_00176_1,CLM_00176,1,2024-10-01 04:36:00,R-2207,Initial Triage,9.4,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,2
REV_00176_2,CLM_00176,2,2024-11-17 19:36:00,R-2207,Expert Assessment,,,All repair items match incident description.,P-5325,Yes,3.1,82.3,Request Additional Documentation,49
REV_00177_1,CLM_00177,1,2022-05-05 01:28:00,R-9461,Initial Triage,7.6,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,1
REV_00179_1,CLM_00179,1,2024-10-08 03:27:00,R-8592,Initial Triage,34.9,Yellow - Standard Review,"All documents verified, consistent narrative.",,,,,Standard Review,3
REV_00179_2,CLM_00179,2,2024-10-18 13:27:00,R-8592,Expert Assessment,,,Physical inspection consistent with reported damage.,P-3009,Yes,3.2,88.1,Request Additional Documentation,13
REV_00180_1,CLM_00180,1,2023-12-27 15:22:00,R-6387,Initial Triage,47.6,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,1
REV_00180_2,CLM_00180,2,2024-01-20 04:22:00,R-6387,Expert Assessment,,,All repair items match incident description.,P-9976,No,3.1,46.3,Request Additional Documentation,24
REV_00181_1,CLM_00181,1,2023-12-31 00:00:00,R-6466,Initial Triage,15.9,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,3
REV_00181_2,CLM_00181,2,2024-01-16 17:00:00,R-6466,Expert Assessment,,,Documentation supports claim as reported.,P-1837,Yes,1.9,72.3,Refer to Special Investigations Unit,19
REV_00181_3,CLM_00181,3,2024-01-22 01:00:00,SIU-309,SIU Investigation,,,"Interviewed claimant, witness, and repair shop independently.",P-1837,Yes,,,Claim Settled at Reduced Amount,24
REV_00182_1,CLM_00182,1,2024-06-17 07:53:00,R-7520,Initial Triage,20.1,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,2
REV_00183_1,CLM_00183,1,2022-12-23 02:45:00,R-7520,Initial Triage,21.9,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,3
REV_00184_1,CLM_00184,1,2024-01-15 16:02:00,R-8404,Initial Triage,20.7,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,4
REV_00185_1,CLM_00185,1,2023-04-25 12:10:00,R-2512,Initial Triage,19.3,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,2
REV_00185_2,CLM_00185,2,2023-05-13 03:10:00,R-2512,Expert Assessment,,,All repair items match incident description.,P-7797,No,2.6,75.4,Approve,19
REV_00186_1,CLM_00186,1,2023-07-04 09:54:00,R-8889,Initial Triage,26.1,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,1
REV_00188_1,CLM_00188,1,2022-08-02 03:24:00,R-8592,Initial Triage,57.3,Orange - Escalated Review,"Routine processing, no flags raised.",,,,,Escalated Review,2
REV_00188_2,CLM_00188,2,2022-08-07 16:24:00,R-8592,Expert Assessment,,,All repair items match incident description.,P-5462,Yes,2.9,69.7,Refer to Special Investigations Unit,7
REV_00188_3,CLM_00188,3,2022-08-29 06:24:00,SIU-248,SIU Investigation,,,Cross-referenced with external fraud database.,P-5462,Yes,,,Claim Approved,28
REV_00189_1,CLM_00189,1,2022-03-16 22:09:00,R-8765,Initial Triage,0.0,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,8
REV_00190_1,CLM_00190,1,2024-04-16 04:25:00,R-3644,Initial Triage,42.7,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,1
REV_00190_2,CLM_00190,2,2024-04-21 12:25:00,R-3644,Expert Assessment,,,Verified damage with independent assessment.,P-5733,No,3.5,96.5,Approve with Conditions,6
REV_00191_1,CLM_00191,1,2022-07-31 23:38:00,R-8044,Initial Triage,21.6,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,7
REV_00192_1,CLM_00192,1,2024-05-26 03:41:00,R-2812,Initial Triage,33.6,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,1
REV_00192_2,CLM_00192,2,2024-05-31 11:41:00,R-2812,Expert Assessment,,,Documentation supports claim as reported.,P-5386,No,4.3,88.1,Approve,6
REV_00193_1,CLM_00193,1,2023-04-22 17:10:00,R-2957,Initial Triage,32.7,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,3
REV_00195_1,CLM_00195,1,2025-07-01 01:28:00,R-8592,Initial Triage,43.7,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,2
REV_00195_2,CLM_00195,2,2025-07-14 10:28:00,R-8592,Expert Assessment,,,Verified damage with independent assessment.,P-9909,No,5.0,95.0,Approve,15
REV_00196_1,CLM_00196,1,2025-07-27 11:49:00,R-2887,Initial Triage,55.3,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,4
REV_00196_2,CLM_00196,2,2025-08-03 19:49:00,R-2887,Expert Assessment,,,All repair items match incident description.,P-1904,Yes,3.4,75.6,Request Additional Documentation,11
REV_00197_1,CLM_00197,1,2024-03-30 04:57:00,R-6143,Initial Triage,65.6,Orange - Escalated Review,"Routine processing, no flags raised.",,,,,Escalated Review,3
REV_00197_2,CLM_00197,2,2024-04-15 21:57:00,R-6143,Expert Assessment,,,Verified damage with independent assessment.,P-1135,Yes,4.8,58.9,Request Additional Documentation,19
REV_00198_1,CLM_00198,1,2025-04-08 16:46:00,R-4718,Initial Triage,29.7,Green - Proceed,Claimant was vague about accident circumstances.,,,,,Proceed,6
REV_00199_1,CLM_00199,1,2025-02-12 15:36:00,R-8889,Initial Triage,0.0,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,1
REV_00200_1,CLM_00200,1,2024-05-01 23:50:00,R-4718,Initial Triage,7.6,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,3
REV_00201_1,CLM_00201,1,2022-10-31 13:53:00,R-5059,Initial Triage,27.7,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,2
REV_00201_2,CLM_00201,2,2022-11-13 22:53:00,R-5059,Expert Assessment,,,All repair items match incident description.,P-5252,Yes,4.9,92.2,Approve,15
REV_00202_1,CLM_00202,1,2022-05-15 16:50:00,R-1307,Initial Triage,33.9,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,1
REV_00202_2,CLM_00202,2,2022-05-29 00:50:00,R-1307,Expert Assessment,,,Verified damage with independent assessment.,P-5325,No,3.0,78.7,Approve with Conditions,14
REV_00203_1,CLM_00203,1,2022-04-21 16:29:00,R-6143,Initial Triage,45.3,Orange - Escalated Review,Workshop quote significantly above reference range.,,,,,Escalated Review,2
REV_00203_2,CLM_00203,2,2022-04-26 07:29:00,R-6143,Expert Assessment,,,Vehicle mileage discrepancy noted between records and odometer.,P-1837,Yes,1.2,78.0,Recommend Denial,6
REV_00203_3,CLM_00203,3,2022-05-05 20:29:00,SIU-442,SIU Investigation,,,"Surveillance conducted, results in supplementary report.",P-1837,Yes,,,Pending Litigation,15
REV_00204_1,CLM_00204,1,2023-12-12 08:10:00,R-2207,Initial Triage,45.7,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,2
REV_00204_2,CLM_00204,2,2024-01-19 18:10:00,R-2207,Expert Assessment,,,No anomalies found during review.,P-6458,No,4.8,52.6,Approve with Conditions,40
REV_00205_1,CLM_00205,1,2025-03-20 16:37:00,R-6387,Initial Triage,58.5,Orange - Escalated Review,"Routine processing, no flags raised.",,,,,Escalated Review,2
REV_00205_2,CLM_00205,2,2025-03-25 05:37:00,R-6387,Expert Assessment,,,Documentation supports claim as reported.,P-9236,Yes,4.1,60.1,Refer to Special Investigations Unit,6
REV_00205_3,CLM_00205,3,2025-03-30 17:37:00,SIU-909,SIU Investigation,,,Digital forensics on submitted photographs completed.,P-9236,Yes,,,Claim Settled at Reduced Amount,11
